,RoundCode,SessionCode,maxRed,maxBlue,maxGreen,maxOrange,maxPurple,maxYellow,maxMagenta,maxBlack,maxCyan,maxPink,maxSilver,maxTeal,maxBeige,maxOlive,maxBrown,totalClicks,Time1move,Time2move,Time3move,Time4move,Time5move,Time6move
266,12,7c1iwaxh,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,19,14.212,18.908,4.517,6.282,3.124,3.183
267,13,7c1iwaxh,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4.929,3.262,7.056,14.139,14.093,14.07
268,14,7c1iwaxh,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,16,3.572,4.944,7.992,7.318,7.08,3.086
269,15,7c1iwaxh,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,7,5.565,4.964,3.445,9.488,8.371,5.132
270,16,7c1iwaxh,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,7,5.195,4.897,10.561,7.581,7.716,4.478
271,17,7c1iwaxh,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,25,3.456,7.919,2.907,10.41,5.298,2.839
272,2,lefz84r6,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,15,15.07,26.459,8.422,0.624,3.462,10.448
273,3,lefz84r6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,10.071,11.877,4.442,0.834,3.74,2.722
274,4,lefz84r6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,,20.924,7.955,2.977,4.959,4.639
275,5,lefz84r6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9.251,10.682,7.412,0.608,3.004,5.252
276,6,lefz84r6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,6.183,7.65,6.215,0.786,4.943,3.64
277,7,lefz84r6,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,9,3.815,10.615,9.547,0.655,3.658,3.689
278,8,lefz84r6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,7.017,13.733,9.254,0.717,5.044,13.717
279,9,lefz84r6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4.086,15.9,6.479,0.764,14.197,
280,10,lefz84r6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,14,2.876,7.404,4.31,0.771,2.859,10.041
281,11,lefz84r6,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,10,5.181,6.382,7.856,0.739,2.804,3.023
282,12,lefz84r6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,12,4.335,19.124,6.176,0.755,4.302,9.101
283,13,lefz84r6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.865,8.308,5.739,0.668,5.616,5.962
284,14,lefz84r6,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,2.844,11.993,9.359,0.755,11.192,2.644
285,15,lefz84r6,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,11,2.607,5.827,4.446,0.855,3.223,6.729
286,16,lefz84r6,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,18,4.073,12.315,3.509,1.203,3.008,16.507
287,17,lefz84r6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.214,10.906,4.722,0.732,8.145,11.771
288,2,kr4oy9m9,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,7,5.113,13.428,2.953,8.221,23.697,11.008
289,3,kr4oy9m9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,6.357,7.781,6.831,6.314,3.037,8.335
290,4,kr4oy9m9,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7,6.334,7.321,4.113,5.522,2.679,9.21
291,5,kr4oy9m9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.301,10.992,9.241,2.953,3.321,9.187
292,6,kr4oy9m9,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,9,7.434,9.185,3.04,4.743,4.358,7.034
293,7,kr4oy9m9,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,8,8.311,15.307,3.416,2.629,3.532,5.483
294,8,kr4oy9m9,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,11,14.851,14.434,2.769,2.737,4.094,7.362
295,9,kr4oy9m9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.778,9.772,2.921,2.605,4.997,8.578
296,10,kr4oy9m9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4.544,22.694,2.337,2.106,27.78,24.808
297,11,kr4oy9m9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4.878,7.771,2.542,4.03,2.828,9.329
298,12,kr4oy9m9,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,9,15.925,11.608,4.327,4.343,5.329,6.484
299,13,kr4oy9m9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.529,5.169,3.662,2.042,5.548,5.501
300,14,kr4oy9m9,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,15,8.517,24.377,3.353,6.014,4.726,7.701
301,15,kr4oy9m9,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,7,6.821,11.134,3.677,2.591,3.647,10.999
302,16,kr4oy9m9,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,10,7.429,10.01,4.767,8.904,7.576,11.059
303,17,kr4oy9m9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10.29,8.637,4.078,2.489,5.033,8.036
304,2,smt3x2oq,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,15,12.011,23.096,10.353,16.061,3.57,5.459
305,3,smt3x2oq,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,22,3.309,11.46,3.572,7.681,3.324,9.624
306,4,smt3x2oq,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,18,4.626,6.799,2.754,5.513,4.641,10.038
307,5,smt3x2oq,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4.979,10.991,2.645,12.144,2.876,7.734
308,6,smt3x2oq,0,0,2,1,0,0,0,0,4,3,0,0,0,0,0,30,4.981,7.718,3.578,12.339,4.664,8.05
309,7,smt3x2oq,0,0,0,0,3,2,0,0,0,0,1,3,0,0,0,27,2.453,18.383,8.922,6.963,2.892,4.843
310,8,smt3x2oq,0,0,0,0,0,0,4,3,0,0,0,0,1,1,0,12,6.083,6.043,19.491,9.65,6.052,6.068
311,9,smt3x2oq,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3.356,10.224,3.825,8.486,5.128,12.946
312,10,smt3x2oq,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,12,2.906,8.727,3.561,3.862,3.915,6.781
313,11,smt3x2oq,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,16,11.196,10.779,5.9,5.552,3.625,13.931
314,12,smt3x2oq,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,9,2.877,6.0,5.013,3.609,3.008,7.751
315,13,smt3x2oq,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.459,2.976,2.474,7.326,5.779,9.042
316,14,smt3x2oq,0,0,1,2,0,0,0,0,1,4,0,0,0,0,0,15,3.29,4.511,2.584,8.398,6.077,7.28
317,15,smt3x2oq,0,0,0,0,5,1,0,0,0,0,2,2,0,0,0,14,5.542,3.715,7.362,5.003,4.84,11.24
318,16,smt3x2oq,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,10,2.668,10.977,5.125,9.758,3.408,12.333
319,17,smt3x2oq,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3.822,14.04,4.353,3.606,6.124,19.696
320,2,mwzdrrir,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,27,7.1,6.977,27.431,3.778,7.115,1.751
321,3,mwzdrrir,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3.709,6.447,7.133,3.255,9.639,2.153
322,4,mwzdrrir,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,6.365,4.175,8.0,2.707,3.577,2.089
323,5,mwzdrrir,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.45,4.632,8.439,5.896,7.802,2.072
324,6,mwzdrrir,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,8,6.75,3.505,8.701,3.304,5.008,3.226
325,7,mwzdrrir,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,12,11.59,4.572,11.813,2.105,3.322,2.785
326,8,mwzdrrir,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,19,6.317,10.172,19.014,3.093,4.457,2.19
327,9,mwzdrrir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.056,3.152,6.259,4.386,7.646,2.836
328,10,mwzdrrir,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,7.936,11.213,6.169,1.82,4.581,3.231
329,11,mwzdrrir,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3.023,11.27,5.745,1.662,3.624,1.951
330,12,mwzdrrir,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,4.48,2.791,5.213,7.116,4.132,5.24
331,13,mwzdrrir,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5.064,3.507,6.182,8.219,6.498,15.13
332,14,mwzdrrir,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,10.588,2.839,2.692,8.636,4.068,8.721
333,15,mwzdrrir,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,19,6.347,4.126,3.703,2.484,7.982,2.5
334,16,mwzdrrir,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,6.199,2.838,3.239,5.228,3.509,5.929
335,17,mwzdrrir,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,13.207,4.658,3.228,5.059,4.843,2.559
336,2,tr7j8p5u,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,10,12.939,12.915,8.933,6.344,4.772,2.136
337,3,tr7j8p5u,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,8,9.295,6.262,2.554,15.049,4.858,2.468
338,4,tr7j8p5u,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,7,9.141,6.118,2.02,8.301,12.595,1.635
339,5,tr7j8p5u,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7.056,6.101,3.094,4.213,5.114,1.929
340,6,tr7j8p5u,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,9,14.557,4.555,4.216,6.892,4.702,1.864
341,7,tr7j8p5u,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,7,8.883,3.893,3.771,7.217,4.31,2.522
342,8,tr7j8p5u,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,10,15.441,3.882,2.532,5.17,3.951,2.51
343,9,tr7j8p5u,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12.38,3.648,3.51,3.97,6.269,2.207
344,10,tr7j8p5u,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7.303,4.875,2.453,3.61,3.108,1.567
345,11,tr7j8p5u,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,13.183,6.032,5.985,3.678,5.228,3.324
346,12,tr7j8p5u,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,13,8.473,5.118,6.869,2.961,5.597,2.877
347,13,tr7j8p5u,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.143,3.577,3.477,2.252,2.907,1.704
348,14,tr7j8p5u,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,7,7.076,4.179,3.508,2.923,3.624,2.548
349,15,tr7j8p5u,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,9,20.349,8.231,7.155,3.092,4.364,1.519
350,16,tr7j8p5u,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,5.25,3.289,2.506,3.361,3.258,1.842
351,17,tr7j8p5u,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.569,4.294,2.306,2.728,4.079,2.259
352,2,udqawmho,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,14,4.194,3.831,12.694,3.993,4.278,4.331
353,3,udqawmho,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,14,3.848,2.877,7.817,5.931,2.908,2.808
354,4,udqawmho,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,14,3.197,3.146,10.495,3.394,5.252,2.892
355,5,udqawmho,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7.165,6.68,8.668,6.301,5.73,4.595
356,6,udqawmho,0,0,3,1,0,0,0,0,4,1,0,0,0,0,0,18,7.086,5.42,6.87,3.693,3.076,3.778
357,7,udqawmho,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,8,4.45,4.438,8.504,2.861,4.381,2.661
358,8,udqawmho,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,11,4.421,3.008,6.368,3.994,6.215,2.274
359,9,udqawmho,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4.327,10.254,12.007,4.812,2.468,1.836
360,10,udqawmho,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,7,2.306,2.976,8.147,2.638,2.776,2.19
361,11,udqawmho,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,7,2.976,3.736,5.065,2.591,2.174,2.491
362,12,udqawmho,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,8,4.097,6.688,4.898,2.608,3.596,2.877
363,13,udqawmho,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.16,3.0,9.987,2.801,2.955,2.237
364,14,udqawmho,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,10,4.364,4.943,4.164,2.891,2.66,2.259
365,15,udqawmho,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,8,4.127,5.013,4.543,3.023,5.044,2.137
366,16,udqawmho,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,7,4.681,5.615,4.797,2.754,3.193,2.475
367,17,udqawmho,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.875,4.833,7.56,3.324,5.333,3.562
368,2,bimhco1q,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,17,9.899,4.873,18.655,,10.647,4.91
369,3,bimhco1q,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,12,8.034,4.225,15.773,11.181,7.232,3.693
370,4,bimhco1q,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,20,3.857,3.393,4.572,3.824,7.316,6.698
371,5,bimhco1q,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6.579,3.308,3.957,5.476,6.817,3.825
372,6,bimhco1q,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,7,10.926,3.34,12.442,5.692,4.574,12.089
373,7,bimhco1q,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,16,13.366,3.024,8.838,8.036,4.973,5.713
374,8,bimhco1q,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,4.897,2.807,12.118,3.924,6.701,14.252
375,9,bimhco1q,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3.609,5.613,9.221,4.301,3.987,4.056
376,10,bimhco1q,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,8,5.852,3.192,10.755,3.832,3.029,2.791
377,11,bimhco1q,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,13,4.042,2.738,13.38,5.459,3.894,3.308
378,12,bimhco1q,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,3.977,2.274,6.316,8.69,7.471,4.61
379,13,bimhco1q,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.855,2.862,8.394,9.785,2.822,8.35
380,14,bimhco1q,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,11,6.27,2.845,13.597,24.659,3.177,2.675
381,15,bimhco1q,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,5.068,2.792,12.347,25.666,13.232,15.427
382,16,bimhco1q,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,5.709,3.958,7.937,25.684,3.572,7.953
383,17,bimhco1q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4.262,3.847,11.98,17.147,3.261,2.922
384,2,j8kl8j9f,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,23,7.963,4.695,10.932,13.627,4.842,3.623
385,3,j8kl8j9f,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,18,5.531,6.433,8.538,2.723,9.988,3.81
386,4,j8kl8j9f,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,11,2.437,3.925,3.709,2.908,4.726,12.747
387,5,j8kl8j9f,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3.188,5.732,4.361,4.615,2.909,5.132
388,6,j8kl8j9f,0,0,4,2,0,0,0,0,4,2,0,0,0,0,0,38,4.89,5.097,6.2,2.87,,4.727
389,7,j8kl8j9f,0,0,0,0,4,4,0,0,0,0,3,2,0,0,0,43,3.167,5.264,3.124,2.761,27.934,3.339
390,8,j8kl8j9f,0,0,0,0,0,0,4,1,0,0,0,0,2,2,0,19,2.961,3.818,3.478,2.832,28.364,4.026
391,9,j8kl8j9f,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,24,3.878,5.066,3.62,3.076,22.781,12.767
392,10,j8kl8j9f,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,13,2.706,3.06,9.15,2.544,24.368,25.702
393,11,j8kl8j9f,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,13,2.992,4.711,4.643,2.939,10.695,3.541
394,12,j8kl8j9f,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,12,2.484,2.97,2.838,5.947,15.297,5.445
395,13,j8kl8j9f,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.878,5.642,3.223,2.256,7.203,4.588
396,14,j8kl8j9f,0,0,2,3,0,0,0,0,2,3,0,0,0,0,0,19,3.887,8.32,2.321,3.841,23.985,12.328
397,15,j8kl8j9f,0,0,0,0,2,3,0,0,0,0,5,2,0,0,0,23,3.192,9.498,2.669,2.337,22.657,4.126
398,16,j8kl8j9f,0,0,0,0,0,0,3,2,0,0,0,0,1,3,0,15,3.266,11.83,7.968,5.336,,4.073
399,17,j8kl8j9f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4.089,6.709,4.847,4.291,18.015,7.91
